State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Assam,Rainy,High,49197,Cost Level: Low,Local Cuisine: 1247 INR per day,Luxury Resort: 3072 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Boating",High,3.5/5,Summer,Assamese,Safe for Solo Travelers,Yes,Festival
Meghalaya,Sunny,Low,21169,Cost Level: High,Local Cuisine: 1378 INR per day,Homestay: 2293 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, River Rafting",Moderate,3.5/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Chilly,Medium,38822,Cost Level: High,Local Cuisine: 1824 INR per day,Luxury Resort: 1445 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Trekking, Boating",Moderate,4.0/5,Monsoon,Mizo,Safe for Solo Travelers,No,Festival
Tripura,Sunny,Medium,16921,Cost Level: High,Local Cuisine: 1080 INR per day,Homestay: 3682 INR per night,"Ujjayanta Palace, Neermahal","Trekking, Cultural Tours",High,4.4/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions
Meghalaya,Sunny,Low,16727,Cost Level: High,Local Cuisine: 1041 INR per day,Homestay: 3993 INR per night,"Living Root Bridges, Cherrapunji",Cultural Tours,Low,4.9/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions
Assam,Pleasant,Low,13991,Cost Level: Low,Local Cuisine: 962 INR per day,Luxury Resort: 2604 INR per night,"Kaziranga National Park, Majuli Island","Trekking, River Rafting",Low,4.0/5,Winter,Assamese,Moderately Safe,No,Art Exhibitions
Mizoram,Pleasant,High,16432,Cost Level: High,Local Cuisine: 1075 INR per day,3-star: 3279 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,High,4.3/5,Winter,Mizo,Moderately Safe,Yes,Local Traditions
Arunachal Pradesh,Chilly,Medium,25119,Cost Level: High,Local Cuisine: 843 INR per day,Homestay: 2527 INR per night,"Tawang Monastery, Ziro Valley","Boating, River Rafting, Wildlife Safari",High,4.1/5,Winter,"Hindi, English",Very Safe,No,Art Exhibitions
Nagaland,Rainy,Low,5914,Cost Level: High,Local Cuisine: 1840 INR per day,Luxury Resort: 4819 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Cultural Tours",Moderate,4.5/5,Winter,"English, Nagamese",Moderately Safe,No,Festival
Manipur,Pleasant,Medium,6425,Cost Level: Low,Local Cuisine: 1487 INR per day,3-star: 1486 INR per night,"Kangla Fort, Loktak Lake",Cultural Tours,Moderate,3.9/5,Summer,Manipuri,Very Safe,Yes,Local Traditions
Assam,Chilly,Medium,5528,Cost Level: High,Local Cuisine: 1575 INR per day,Luxury Resort: 2328 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Trekking",High,4.7/5,Monsoon,Assamese,Moderately Safe,Yes,Local Traditions
Mizoram,Sunny,Medium,6115,Cost Level: High,Local Cuisine: 1276 INR per day,Homestay: 4141 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, Wildlife Safari",High,5.0/5,Summer,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Pleasant,Low,30324,Cost Level: High,Local Cuisine: 1218 INR per day,3-star: 4858 INR per night,"Phawngpui National Park, Vantawng Falls",Cultural Tours,Low,4.1/5,Summer,Mizo,Safe for Solo Travelers,Yes,Local Traditions
Meghalaya,Chilly,Low,21974,Cost Level: Low,Local Cuisine: 522 INR per day,Homestay: 4925 INR per night,"Cherrapunji, Living Root Bridges",Wildlife Safari,High,3.8/5,Summer,"Khasi, Garo",Very Safe,No,Festival
Arunachal Pradesh,Sunny,High,40179,Cost Level: Low,Local Cuisine: 695 INR per day,Luxury Resort: 1765 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Wildlife Safari",Moderate,4.1/5,Monsoon,"Hindi, English",Very Safe,No,Festival
Nagaland,Chilly,Low,17592,Cost Level: Low,Local Cuisine: 1241 INR per day,Luxury Resort: 4085 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Moderate,4.0/5,Winter,"English, Nagamese",Very Safe,No,Festival
Manipur,Chilly,Medium,36684,Cost Level: Low,Local Cuisine: 1619 INR per day,Luxury Resort: 1922 INR per night,"Kangla Fort, Loktak Lake",Trekking,Low,4.0/5,Monsoon,Manipuri,Very Safe,Yes,Festival
Nagaland,Chilly,Medium,44997,Cost Level: Low,Local Cuisine: 1183 INR per day,Luxury Resort: 3013 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,High,4.1/5,Summer,"English, Nagamese",Moderately Safe,Yes,Festival
Tripura,Chilly,Medium,18260,Cost Level: Low,Local Cuisine: 1769 INR per day,3-star: 3779 INR per night,"Ujjayanta Palace, Neermahal","Boating, River Rafting, Wildlife Safari",Low,4.4/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Festival
Arunachal Pradesh,Sunny,High,24530,Cost Level: High,Local Cuisine: 928 INR per day,3-star: 1364 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Trekking, River Rafting",High,4.8/5,Summer,"Hindi, English",Very Safe,Yes,Local Traditions
Nagaland,Rainy,Low,39830,Cost Level: High,Local Cuisine: 1044 INR per day,Luxury Resort: 3122 INR per night,"Kohima War Cemetery, Dzükou Valley","Cultural Tours, Trekking, River Rafting",Moderate,3.5/5,Monsoon,"English, Nagamese",Moderately Safe,No,Local Traditions
Assam,Pleasant,Medium,43110,Cost Level: Low,Local Cuisine: 1606 INR per day,3-star: 3306 INR per night,"Kaziranga National Park, Majuli Island",Boating,High,4.9/5,Summer,Assamese,Very Safe,No,Art Exhibitions
Assam,Rainy,Medium,44204,Cost Level: Low,Local Cuisine: 1319 INR per day,3-star: 2380 INR per night,"Kaziranga National Park, Majuli Island","River Rafting, Trekking, Wildlife Safari",Low,4.9/5,Summer,Assamese,Very Safe,No,Art Exhibitions
Manipur,Chilly,Low,21209,Cost Level: High,Local Cuisine: 1594 INR per day,Luxury Resort: 4835 INR per night,"Kangla Fort, Loktak Lake",River Rafting,High,4.6/5,Winter,Manipuri,Safe for Solo Travelers,No,Festival
Mizoram,Chilly,High,33078,Cost Level: High,Local Cuisine: 1079 INR per day,Luxury Resort: 2380 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Moderate,4.0/5,Summer,Mizo,Moderately Safe,No,Local Traditions
Arunachal Pradesh,Chilly,High,44348,Cost Level: Low,Local Cuisine: 1098 INR per day,3-star: 2235 INR per night,"Tawang Monastery, Ziro Valley","Trekking, Boating",Moderate,4.2/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Festival
Mizoram,Pleasant,High,5871,Cost Level: High,Local Cuisine: 1748 INR per day,Luxury Resort: 3354 INR per night,"Vantawng Falls, Phawngpui National Park","Boating, Wildlife Safari",Moderate,4.1/5,Winter,Mizo,Safe for Solo Travelers,No,Festival
Tripura,Sunny,Medium,41553,Cost Level: High,Local Cuisine: 1832 INR per day,3-star: 3583 INR per night,"Ujjayanta Palace, Neermahal","Boating, River Rafting, Trekking",Moderate,3.9/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions
Assam,Chilly,Medium,34214,Cost Level: Low,Local Cuisine: 1812 INR per day,Luxury Resort: 1451 INR per night,"Majuli Island, Kaziranga National Park","Trekking, River Rafting, Cultural Tours",High,3.9/5,Winter,Assamese,Very Safe,Yes,Festival
Mizoram,Sunny,Low,7830,Cost Level: Low,Local Cuisine: 1521 INR per day,Homestay: 2128 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, Wildlife Safari, Boating",Low,4.5/5,Monsoon,Mizo,Very Safe,No,Local Traditions
Nagaland,Rainy,Medium,36671,Cost Level: Low,Local Cuisine: 1894 INR per day,Homestay: 4217 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Low,4.5/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions
Tripura,Chilly,Low,44136,Cost Level: Low,Local Cuisine: 1444 INR per day,Homestay: 1253 INR per night,"Neermahal, Ujjayanta Palace","River Rafting, Boating",High,4.4/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Festival
Meghalaya,Sunny,Medium,49652,Cost Level: Low,Local Cuisine: 1167 INR per day,3-star: 1709 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Boating, Wildlife Safari",Moderate,3.6/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Art Exhibitions
Tripura,Rainy,Low,31836,Cost Level: High,Local Cuisine: 953 INR per day,3-star: 4335 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, Boating",High,4.5/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Local Traditions
Tripura,Sunny,Medium,33420,Cost Level: Low,Local Cuisine: 1858 INR per day,Homestay: 4561 INR per night,"Ujjayanta Palace, Neermahal","Trekking, River Rafting, Wildlife Safari",Low,3.8/5,Winter,"Bengali, Kokborok",Very Safe,No,Art Exhibitions
Nagaland,Sunny,Medium,33320,Cost Level: High,Local Cuisine: 613 INR per day,Homestay: 1972 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, Trekking, River Rafting",Low,4.5/5,Monsoon,"English, Nagamese",Moderately Safe,Yes,Local Traditions
Manipur,Sunny,Medium,8544,Cost Level: High,Local Cuisine: 1272 INR per day,Luxury Resort: 3547 INR per night,"Kangla Fort, Loktak Lake",River Rafting,Moderate,4.9/5,Monsoon,Manipuri,Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Rainy,Low,47287,Cost Level: High,Local Cuisine: 1828 INR per day,3-star: 2756 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, Wildlife Safari, River Rafting",Moderate,4.7/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Meghalaya,Pleasant,High,23267,Cost Level: Low,Local Cuisine: 1011 INR per day,Homestay: 2680 INR per night,"Cherrapunji, Living Root Bridges",Cultural Tours,High,3.9/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Festival
Nagaland,Pleasant,Medium,39114,Cost Level: High,Local Cuisine: 1861 INR per day,Luxury Resort: 4517 INR per night,"Dzükou Valley, Kohima War Cemetery",Trekking,Low,4.8/5,Monsoon,"English, Nagamese",Very Safe,No,Art Exhibitions
Tripura,Chilly,Low,23533,Cost Level: High,Local Cuisine: 1246 INR per day,3-star: 3929 INR per night,"Ujjayanta Palace, Neermahal","Boating, Trekking, River Rafting",Moderate,5.0/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Festival
Tripura,Pleasant,Low,5096,Cost Level: Low,Local Cuisine: 1455 INR per day,Luxury Resort: 4098 INR per night,"Neermahal, Ujjayanta Palace","Wildlife Safari, River Rafting",Low,3.6/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions
Meghalaya,Rainy,Low,20945,Cost Level: High,Local Cuisine: 1340 INR per day,Homestay: 4595 INR per night,"Cherrapunji, Living Root Bridges",Boating,Moderate,4.9/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Festival
Manipur,Rainy,Low,41510,Cost Level: High,Local Cuisine: 1141 INR per day,3-star: 3225 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Wildlife Safari",High,4.6/5,Summer,Manipuri,Moderately Safe,No,Art Exhibitions
Nagaland,Pleasant,Medium,20958,Cost Level: High,Local Cuisine: 1537 INR per day,Homestay: 4416 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Cultural Tours",Moderate,4.1/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Rainy,High,48475,Cost Level: High,Local Cuisine: 1352 INR per day,Homestay: 3557 INR per night,"Vantawng Falls, Phawngpui National Park",Boating,Low,4.3/5,Winter,Mizo,Moderately Safe,Yes,Festival
Nagaland,Chilly,High,35592,Cost Level: High,Local Cuisine: 1634 INR per day,3-star: 4761 INR per night,"Kohima War Cemetery, Dzükou Valley","Boating, River Rafting",High,4.2/5,Summer,"English, Nagamese",Safe for Solo Travelers,No,Local Traditions
Assam,Pleasant,Low,48844,Cost Level: High,Local Cuisine: 548 INR per day,Luxury Resort: 2098 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, River Rafting, Boating",High,4.6/5,Winter,Assamese,Moderately Safe,No,Festival
Nagaland,Chilly,Medium,27668,Cost Level: Low,Local Cuisine: 1450 INR per day,Homestay: 1307 INR per night,"Kohima War Cemetery, Dzükou Valley","Boating, Trekking",Moderate,4.2/5,Monsoon,"English, Nagamese",Moderately Safe,No,Art Exhibitions
Tripura,Chilly,Low,47964,Cost Level: High,Local Cuisine: 1803 INR per day,Luxury Resort: 3818 INR per night,"Ujjayanta Palace, Neermahal",Boating,Low,3.9/5,Winter,"Bengali, Kokborok",Moderately Safe,No,Local Traditions
Arunachal Pradesh,Chilly,High,10185,Cost Level: Low,Local Cuisine: 1795 INR per day,3-star: 4430 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, River Rafting",Low,4.0/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Assam,Sunny,Low,30731,Cost Level: Low,Local Cuisine: 1110 INR per day,Luxury Resort: 4944 INR per night,"Majuli Island, Kaziranga National Park",River Rafting,High,4.2/5,Winter,Assamese,Very Safe,No,Local Traditions
Mizoram,Pleasant,Medium,11852,Cost Level: High,Local Cuisine: 1626 INR per day,Homestay: 3278 INR per night,"Vantawng Falls, Phawngpui National Park",Wildlife Safari,Low,5.0/5,Monsoon,Mizo,Moderately Safe,No,Local Traditions
Manipur,Chilly,High,39770,Cost Level: High,Local Cuisine: 1943 INR per day,Luxury Resort: 4456 INR per night,"Loktak Lake, Kangla Fort","Boating, Trekking",Moderate,4.3/5,Summer,Manipuri,Safe for Solo Travelers,No,Local Traditions
Meghalaya,Sunny,Low,18546,Cost Level: Low,Local Cuisine: 1699 INR per day,3-star: 1622 INR per night,"Cherrapunji, Living Root Bridges",River Rafting,Moderate,4.4/5,Monsoon,"Khasi, Garo",Very Safe,No,Art Exhibitions
Arunachal Pradesh,Chilly,High,39625,Cost Level: Low,Local Cuisine: 1891 INR per day,Luxury Resort: 4530 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, Boating, Trekking",High,4.4/5,Summer,"Hindi, English",Safe for Solo Travelers,Yes,Festival
Nagaland,Rainy,Low,23631,Cost Level: Low,Local Cuisine: 1867 INR per day,3-star: 4834 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Wildlife Safari, Cultural Tours",High,5.0/5,Monsoon,"English, Nagamese",Moderately Safe,No,Festival
Manipur,Rainy,Medium,19815,Cost Level: Low,Local Cuisine: 1023 INR per day,Homestay: 2897 INR per night,"Kangla Fort, Loktak Lake",Boating,Low,4.9/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,Medium,14948,Cost Level: High,Local Cuisine: 1937 INR per day,Homestay: 4538 INR per night,"Cherrapunji, Living Root Bridges",River Rafting,High,4.0/5,Summer,"Khasi, Garo",Very Safe,No,Art Exhibitions
Arunachal Pradesh,Pleasant,High,15810,Cost Level: Low,Local Cuisine: 1189 INR per day,Luxury Resort: 2885 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Cultural Tours",High,4.7/5,Summer,"Hindi, English",Moderately Safe,No,Festival
Arunachal Pradesh,Sunny,Low,24920,Cost Level: Low,Local Cuisine: 1462 INR per day,Luxury Resort: 1423 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, River Rafting, Boating",Moderate,4.8/5,Winter,"Hindi, English",Safe for Solo Travelers,No,Festival
Mizoram,Rainy,Medium,46983,Cost Level: Low,Local Cuisine: 546 INR per day,Luxury Resort: 1802 INR per night,"Phawngpui National Park, Vantawng Falls","Boating, River Rafting",High,4.1/5,Monsoon,Mizo,Very Safe,No,Festival
Arunachal Pradesh,Pleasant,High,37421,Cost Level: High,Local Cuisine: 958 INR per day,Luxury Resort: 3750 INR per night,"Ziro Valley, Tawang Monastery","Boating, Cultural Tours, Trekking",High,3.7/5,Monsoon,"Hindi, English",Very Safe,No,Art Exhibitions
Arunachal Pradesh,Rainy,Medium,34236,Cost Level: Low,Local Cuisine: 674 INR per day,3-star: 1179 INR per night,"Tawang Monastery, Ziro Valley",Trekking,High,4.4/5,Summer,"Hindi, English",Very Safe,No,Art Exhibitions
Nagaland,Pleasant,High,16091,Cost Level: High,Local Cuisine: 1291 INR per day,3-star: 2658 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, Trekking, River Rafting",Moderate,4.5/5,Monsoon,"English, Nagamese",Very Safe,Yes,Festival
Arunachal Pradesh,Rainy,Low,47188,Cost Level: Low,Local Cuisine: 1463 INR per day,3-star: 1944 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Trekking",Low,4.4/5,Winter,"Hindi, English",Safe for Solo Travelers,No,Art Exhibitions
Assam,Sunny,High,35888,Cost Level: Low,Local Cuisine: 1768 INR per day,3-star: 2185 INR per night,"Majuli Island, Kaziranga National Park",Boating,Moderate,4.9/5,Summer,Assamese,Safe for Solo Travelers,Yes,Festival
Meghalaya,Chilly,Low,23947,Cost Level: High,Local Cuisine: 739 INR per day,3-star: 1496 INR per night,"Living Root Bridges, Cherrapunji",River Rafting,High,3.6/5,Summer,"Khasi, Garo",Very Safe,Yes,Local Traditions
Arunachal Pradesh,Rainy,Low,33004,Cost Level: Low,Local Cuisine: 1510 INR per day,3-star: 1537 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, Trekking",Moderate,4.0/5,Winter,"Hindi, English",Very Safe,Yes,Art Exhibitions
Mizoram,Rainy,Medium,11645,Cost Level: High,Local Cuisine: 501 INR per day,Luxury Resort: 3257 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, Cultural Tours, River Rafting",High,4.0/5,Summer,Mizo,Moderately Safe,Yes,Art Exhibitions
Assam,Pleasant,High,10803,Cost Level: High,Local Cuisine: 1102 INR per day,Homestay: 3441 INR per night,"Majuli Island, Kaziranga National Park","Trekking, Cultural Tours, Boating",Moderate,5.0/5,Summer,Assamese,Safe for Solo Travelers,No,Festival
Assam,Pleasant,Low,26468,Cost Level: Low,Local Cuisine: 1830 INR per day,Luxury Resort: 4887 INR per night,"Majuli Island, Kaziranga National Park","Trekking, Cultural Tours",Low,5.0/5,Monsoon,Assamese,Very Safe,Yes,Art Exhibitions
Nagaland,Rainy,High,27356,Cost Level: Low,Local Cuisine: 1974 INR per day,3-star: 1252 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Wildlife Safari",Low,4.0/5,Summer,"English, Nagamese",Very Safe,No,Festival
Arunachal Pradesh,Rainy,Medium,17046,Cost Level: High,Local Cuisine: 1033 INR per day,Homestay: 3354 INR per night,"Ziro Valley, Tawang Monastery","Boating, River Rafting, Wildlife Safari",High,4.3/5,Monsoon,"Hindi, English",Very Safe,Yes,Art Exhibitions
Arunachal Pradesh,Pleasant,Medium,28554,Cost Level: Low,Local Cuisine: 947 INR per day,Luxury Resort: 1033 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Wildlife Safari, Boating",High,4.5/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Nagaland,Chilly,Medium,24062,Cost Level: High,Local Cuisine: 1548 INR per day,3-star: 2294 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, River Rafting, Cultural Tours",High,4.3/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Festival
Arunachal Pradesh,Sunny,Low,36247,Cost Level: High,Local Cuisine: 1092 INR per day,3-star: 1403 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Boating, Trekking",High,5.0/5,Winter,"Hindi, English",Very Safe,Yes,Art Exhibitions
Mizoram,Sunny,High,25547,Cost Level: High,Local Cuisine: 1833 INR per day,3-star: 3224 INR per night,"Phawngpui National Park, Vantawng Falls","Boating, River Rafting, Wildlife Safari",High,4.0/5,Monsoon,Mizo,Moderately Safe,Yes,Local Traditions
Manipur,Chilly,Medium,21681,Cost Level: Low,Local Cuisine: 1720 INR per day,3-star: 2082 INR per night,"Kangla Fort, Loktak Lake",Wildlife Safari,Low,4.8/5,Monsoon,Manipuri,Safe for Solo Travelers,Yes,Local Traditions
Assam,Pleasant,Low,12075,Cost Level: Low,Local Cuisine: 1629 INR per day,Luxury Resort: 2246 INR per night,"Majuli Island, Kaziranga National Park",Trekking,Low,4.2/5,Summer,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Nagaland,Pleasant,Low,47634,Cost Level: High,Local Cuisine: 1365 INR per day,Luxury Resort: 2668 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, Wildlife Safari",Moderate,3.9/5,Monsoon,"English, Nagamese",Very Safe,No,Art Exhibitions
Tripura,Sunny,High,14951,Cost Level: High,Local Cuisine: 1472 INR per day,Homestay: 2514 INR per night,"Neermahal, Ujjayanta Palace","Boating, Wildlife Safari, Cultural Tours",Moderate,4.7/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions
Tripura,Rainy,Low,6393,Cost Level: Low,Local Cuisine: 1988 INR per day,Luxury Resort: 1078 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, Trekking",Low,3.9/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Sunny,Low,24291,Cost Level: High,Local Cuisine: 1295 INR per day,Luxury Resort: 1790 INR per night,"Vantawng Falls, Phawngpui National Park","Boating, River Rafting",High,4.1/5,Monsoon,Mizo,Moderately Safe,No,Art Exhibitions
